id,source,title,url,authors,journal_citation,year,abstract
37746692,PubMed,"Multicenter, Prospective, Randomized Controlled Trial of High-Sensitivity Cardiac Troponin I-Guided Combination Angiotensin Receptor Blockade and Beta-Blocker Therapy to Prevent Anthracycline Cardiotoxicity: The Cardiac CARE Trial.",https://pubmed.ncbi.nlm.nih.gov/37746692/,"Henriksen PA, Hall P, MacPherson IR, Joshi SS, Singh T, Maclean M, Lewis S, Rodriguez A, Fletcher A, Everett RJ, Stavert H, Broom A, Eddie L, Primrose L, McVicars H, McKay P, Borley A, Rowntree C, Lord S, Collins G, Radford J, Guppy A, Williams MC, Japp A, Payne JR, Newby DE, Mills NL, Oikonomidou O, Lang NN",Circulation. 2023 Nov 21.,2023,"Anthracycline-induced cardiotoxicity has a variable incidence, and the development of left ventricular dysfunction is preceded by elevations in cardiac troponin concentrations. Beta-adrenergic receptor blocker and renin-angiotensin system inhibitor therapies have been associated with modest cardioprotective effects in unselected patients receiving anthracycline chemotherapy. In a multicenter, prospective, randomized, open-label, blinded end-point trial, patients with breast cancer and non-Hodgkin lymphoma receiving anthracycline chemotherapy underwent serial high-sensitivity cardiac troponin testing and cardiac magnetic resonance imaging before and 6 months after anthracycline treatment. Patients at high risk of cardiotoxicity (cardiac troponin I concentrations in the upper tertile during chemotherapy) were randomized to standard care plus cardioprotection (combination carvedilol and candesartan therapy) or standard care alone. The primary outcome was adjusted change in left ventricular ejection fraction at 6 months. In low-risk nonrandomized patients with cardiac troponin I concentrations in the lower 2 tertiles, we hypothesized the absence of a 6-month change in left ventricular ejection fraction and tested for equivalence of ±2%. Between October 2017 and June 2021, 175 patients (mean age, 53 years; 87% female; 71% with breast cancer) were recruited. Patients randomized to cardioprotection (n=29) or standard care (n=28) had left ventricular ejection fractions of 69.4±7.4% and 69.1±6.1% at baseline and 65.7±6.6% and 64.9±5.9% 6 months after completion of chemotherapy, respectively. After adjustment for age, pretreatment left ventricular ejection fraction, and planned anthracycline dose, the estimated mean difference in 6-month left ventricular ejection fraction between the cardioprotection and standard care groups was -0.37% (95% CI, -3.59% to 2.85%;  Combination candesartan and carvedilol therapy had no demonstrable cardioprotective effect in patients receiving anthracycline-based chemotherapy with high-risk on-treatment cardiac troponin I concentrations. Low-risk nonrandomized patients had similar declines in left ventricular ejection fraction, bringing into question the utility of routine cardiac troponin monitoring. Furthermore, the modest declines in left ventricular ejection fraction suggest that the value and clinical impact of early cardioprotection therapy need to be better defined in patients receiving high-dose anthracycline. URL: https://doi.org; Unique identifier: 10.1186/ISRCTN24439460. URL: https://www.clinicaltrialsregister.eu/ctr-search/search; Unique identifier: 2017-000896-99."
21678342,PubMed,Cardioprotective interventions for cancer patients receiving anthracyclines.,https://pubmed.ncbi.nlm.nih.gov/21678342/,"van Dalen EC, Caron HN, Dickinson HO, Kremer LC",The Cochrane database of systematic reviews. 2011 Jun 15.,2011,"Anthracyclines are among the most effective chemotherapeutic agents in the treatment of numerous malignancies. Unfortunately, their use is limited by a dose-dependent cardiotoxicity. In an effort to prevent this cardiotoxicity, different cardioprotective agents have been studied. The objective of this review was to assess the efficacy of different cardioprotective agents in preventing heart damage in cancer patients treated with anthracyclines. We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2010, Issue 10), MEDLINE (1966 to November 2010) and EMBASE (1980 to November 2010) databases. In addition, we handsearched reference lists, conference proceedings of the International Society of Paediatric Oncology (SIOP) and American Society of Clinical Oncology (ASCO) meetings (1998 to 2010) and ongoing trials registers. Randomised controlled trials (RCTs) in which any cardioprotective agent was compared to no additional therapy or placebo in cancer patients (children and adults) receiving anthracyclines. Two review authors independently performed the study selection, risk of bias assessment and data extraction including adverse effects. We identified RCTs for the eight cardioprotective agents N-acetylcysteine, phenethylamines, coenzyme Q10, a combination of vitamins E and C and N-acetylcysteine, L-carnitine, carvedilol, amifostine and dexrazoxane (mostly for adults with advanced breast cancer). All studies had methodological limitations and for the first seven agents there were too few studies to allow pooling of results. None of the individual studies showed a cardioprotective effect. The 10 included studies on dexrazoxane enrolled 1619 patients. The meta-analysis for dexrazoxane showed a statistically significant benefit in favour of dexrazoxane for the occurrence of heart failure (risk ratio (RR) 0.29, 95% CI 0.20 to 0.41). No evidence was found for a difference in response rate or survival between the dexrazoxane and control groups. The results for adverse effects were ambiguous. No significant difference in the occurrence of secondary malignancies was identified. No definitive conclusions can be made about the efficacy of cardioprotective agents for which pooling of results was impossible. Dexrazoxane prevents heart damage and no evidence for a difference in response rate or survival between the dexrazoxane and control groups was identified. The evidence available did not allow us to reach any definite conclusions about adverse effects. We conclude that if the risk of cardiac damage is expected to be high, it might be justified to use dexrazoxane in patients with cancer treated with anthracyclines. However, clinicians should weigh the cardioprotective effect of dexrazoxane against the possible risk of adverse effects for each individual patient."
38574190,PubMed,Optimal Sequential Strategies for Antibody-Drug Conjugate in Metastatic Breast Cancer: Evaluating Efficacy and Cross-Resistance.,https://pubmed.ncbi.nlm.nih.gov/38574190/,"Chen M, Huang R, Chen R, Pan F, Shen X, Li H, Rong Q, An X, Xue C, Shi Y",The oncologist. 2024 Aug 5.,2024,"The optimal sequential strategy for antibody-drug conjugates (ADCs) in breast cancer remains uncertain. This study aimed to evaluate the efficacy and potential resistance of second ADC (ADC2) following the first ADC (ADC1) in human epidermal growth factor receptor 2 (HER2)-positive and HER2-low MBC. This retrospective, multicenter, real-world study enrolled patients with MBC who received at least 2 different types of ADCs in 3 hospitals in China between July 1, 2017 and May 1, 2023. Outcomes included the objective response rate (ORR) for ADC1 and ADC2, progression free survival 2 (PFS2), defined as the time from initiation of ADC2 to progression, and overall survival (OS). Seventy-nine female patients were included, 64 of whom had HER2-positive disease. The ORR for ADC2 with similar payload of ADC1 was found to be 5.3%. When switching to a different payload, the ORR of ADC2 increased to 22.6%. The PFS2 for ADC2 remained similar regardless of whether the payload was similar or different. Switching to different payload showed a higher ORR in patients with rapid progression and a durable response longer than 6 months (41.2% vs 15.0%). Specifically, significantly longer PFS2 and OS were seen in patients treated with trastuzumab deruxtecan (T-Dxd) compared to those treated with disitamab vedotin (RC48) after progression from trastuzumab emtansine (T-DM1; median PFS2 5.37 months vs 3.30 months, HR = 0.40, 95% CI 0.17-0.93, P = .034; median OS 50.6 months vs 20.2 months, HR = 0.27, 95% CI 0.08-0.91, P = .034). For patients who progressed after T-Dxd, the median PFS2 was 6.05 months for those treated with RC48 versus 0.93 months for those treated with T-DM1 (HR = 0.03, 95% CI 0.002-0.353, P = .0093). Genomic analysis revealed that alternation of retinoblastoma1 was significantly associated with superior PFS. The alternation of payload achieves different responses in different settings. T-Dxd followed by RC48 may be a potentially beneficial strategy in HER2-positive disease. Further research is needed to elucidate the mechanism of cross-resistance."
18425895,PubMed,Cardioprotective interventions for cancer patients receiving anthracyclines.,https://pubmed.ncbi.nlm.nih.gov/18425895/,"van Dalen EC, Caron HN, Dickinson HO, Kremer LC",The Cochrane database of systematic reviews. 2008 Apr 16.,2008,"Anthracyclines are among the most effective chemotherapeutic agents in the treatment of numerous malignancies. Unfortunately, their use is limited by a dose-dependent cardiotoxicity. In an effort to prevent this cardiotoxicity, different cardioprotective agents have been studied. The objective of this review was to assess the efficacy of different cardioprotective agents in preventing heart damage in cancer patients treated with anthracyclines. We searched the databases of the Cochrane Central Register of Controlled Trials (CENTRAL, Issue 2, 2007), MEDLINE (1966 to April 2007) and EMBASE (1980 to April 2007). In addition, we handsearched reference lists and conference proceedings of the SIOP and ASCO meetings (1998 to 2006). Randomised controlled trials (RCTs) in which any cardioprotective agent was compared to no additional or placebo therapy in cancer patients (children and adults) receiving anthracyclines. Two review authors independently performed the study selection, quality assessment and data-extraction including adverse effects. We identified RCTs for seven cardioprotective agents: N-acetylcysteine, phenetylamines, coenzyme Q10, combination of vitamins E and C and N-acetylcysteine, L-carnitine, carvedilol and dexrazoxane (mostly adults with advanced breast cancer). All studies had methodological limitations. For the first six agents, there were too few studies to allow pooling of results. None of the individual studies showed a cardioprotective effect. The nine included studies of dexrazoxane enrolled 1403 patients. The meta-analysis of dexrazoxane showed a statistically significant benefit in favour of dexrazoxane for the occurrence of heart failure (Relative Risk (RR) 0.29, 95% CI 0.20 to 0.41). No evidence was found for a difference in response rate or survival between the dexrazoxane and control group. Only for one adverse effect (abnormal white blood cell count at nadir) a difference in favour of the control group was identified. For cardioprotective agents for which pooling was impossible, no definitive conclusions can be made about their efficacy. Dexrazoxane prevents heart damage and no evidence for a difference in response rate or survival between the dexrazoxane and control group was identified. Only for an abnormal white blood cell count at nadir a clearly significant difference in favour of the control group was identified. We conclude that if the risk of cardiac damage is expected to be high, it might be justified to use dexrazoxane in patients with cancer treated with anthracyclines. However, for each individual patient clinicians should weigh the cardioprotective effect of dexrazoxane against the possible risk of adverse effects."
39889867,PubMed,"Cardioprotective effect of crocin in patients with breast cancer receiving anthracycline-based chemotherapy: A randomized, double-blind, placebo-controlled study.",https://pubmed.ncbi.nlm.nih.gov/39889867/,"Li X, Su X, Liang W, Wang L, Yuan C, Xu J, Zhang Y, Liu Y, Ma N, Yang F, Yang Y, Tao L, Sun S, Shang H, Xing Y",Pharmacological research. 2025 Mar.,2025,"Anthracycline chemotherapy leads to cardiotoxicity in patients with breast cancer. We performed a double-blind randomized controlled trial to assess the efficacy of crocin (crocin tablets) in reducing anthracycline-induced cardiotoxicity in breast cancer patients. Eligible patients were randomly assigned to receive either treatment with crocin tablets or placebo for 6 months. Primary efficacy outcome was the proportion of patients with a drop in left ventricular ejection fraction (LVEF) of at least 10 % from baseline until 6 months. We randomized 200 patients; 7 of them had no valid randomization as the change in chemotherapy scheme. A total of 193 eligible participants (mean [SD] age, 50.9 [9.6] years; all women) were randomly assigned to receive crocin tablets or placebo. The incidence of the primary efficacy outcome was 7.2 % (7/97) in the crocin group and 17.7 % (17/96) in the placebo group (P = 0.027). At 6 months, there were significant differences in the mean change of N-terminal pro-brain natriuretic peptide (NT-pro BNP) between the groups (3.06 [-25.18-6.95] vs. 3.06 [-4.85-24.98] pg/ml; P = 0.017). The changes in heart rate from baseline to 6 months showed a significant difference as the mean difference of -4.00 (95 %CI, -6.95 to -1.05) bpm (P = 0.008). Conclusively, among patients with breast cancer treated with anthracycline-based chemotherapy, crocin tablets reduced the incidence of LVEF reduction. This finding indicated that crocin tablets might be a safe and effective therapy to prevent the cardiotoxicity in this population. (Chictr.org.cn, ID Number: ChiCTR2000041134)."
15674919,PubMed,Cardioprotective interventions for cancer patients receiving anthracyclines.,https://pubmed.ncbi.nlm.nih.gov/15674919/,"van Dalen EC, Caron HN, Dickinson HO, Kremer LC",The Cochrane database of systematic reviews. 2005 Jan 25.,2005,"Anthracyclines are among the most effective chemotherapeutic agents in the treatment of numerous malignancies. Unfortunately, their use is limited by a dose-dependent cardiotoxicity. In an effort to prevent this cardiotoxicity, different cardioprotective agents have been studied. The objective of this review was to assess the efficacy of different cardioprotective agents in preventing heart damage in cancer patients treated with anthracyclines. We searched the databases of CENTRAL (The Cochrane Library, Issue 3, 2002), MEDLINE (1966 to August 2002) and EMBASE (1980 to August 2002). In addition, we handsearched reference lists and conference proceedings of the International Society for Paediatric Oncology (SIOP) and the American Society of Clinical Oncology (ASCO) (1998 to 2002). Randomised controlled trials (RCTs) in which any cardioprotective agent was compared to no additional or placebo therapy in cancer patients (children and adults) receiving anthracyclines. Two reviewers independently performed the study selection, quality assessment and data-extraction including adverse effects. We identified RCTs for 5 cardioprotective agents: N-acetylcysteine (1 study; 54 patients), phenetylamines (2 studies; 100 patients), coenzyme Q10 (1 study; 20 patients), combination of vitamin E, vitamin C and N-acetylcysteine (1 study; 14 patients) and dexrazoxane (6 studies; 1013 patients). All studies had methodological limitations. Due to the insufficient number of studies, for the first four mentioned cardioprotective agents pooling of the results was impossible. None of the individual studies showed a cardioprotective effect. The meta-analysis of the dexrazoxane-studies showed a statistically significant benefit in favour of dexrazoxane for the occurrence of heart failure (Relative Risk (RR) = 0.28, 95% Confidence Interval (CI) 0.18 to 0.42, P < 0.00001). No statistically significant difference in response rate between the dexrazoxane and control group was found (RR = 0.88, 95% CI 0.77 to 1.01, P = 0.06), but there was some suggestion that patients treated with dexrazoxane might have a lower anti-tumour response rate. Our meta-analysis of survival showed no significant difference between the dexrazoxane and control group. For adverse effects pooling was impossible. However, no important differences in the occurrence of side effects were found. The majority of the patients included in this meta-analysis were adults with advanced breast cancer. For cardioprotective agents for which pooling was impossible no high quality evidence was available and therefore, no definitive conclusions can be made about their efficacy. Dexrazoxane prevents heart damage, however there was some suggestion that patients treated with dexrazoxane might have a lower anti-tumour response rate. There was no significant difference in survival between the dexrazoxane and control group. We conclude that if the risk of cardiac damage is expected to be high, it might be justified to use dexrazoxane in patients with cancer treated with anthracyclines. However, for each individual patient clinicians should weigh the cardioprotective effect of dexrazoxane against the possible risk of a lower response rate."
37457280,PubMed,Cost-effectiveness analysis of trastuzumab deruxtecan in patients with HER2-low advanced breast cancer based on DESTINY-Breast04.,https://pubmed.ncbi.nlm.nih.gov/37457280/,"Zhan M, Huang Z, Xu T, Xu X, Zheng H, Wu F",Frontiers in public health. 2023.,2023,"Breast cancer is a rapidly raising healthcare problem worldwide. DESTINY-Breast04 demonstrated that trastuzumab deruxtecan (T-Dxd) had a survival advantage comparing to the physician's choice of chemotherapy for patients with HER2-low metastatic breast cancer. But at the same time, this expensive novel treatment also brought an economic burden. This study assessed the cost-effectiveness of T-Dxd based on results of DESTINY-Breast04 from the perspective of Chinese healthcare system. A three-state partitioned-survival model [progression-free survival (PFS), progressive disease (PD) and death] based on data from DESTINY-Breast04 and Chinese healthcare system was used to estimate the incremental cost-effectiveness ratio (ICER) of T-Dxd vs. the physician's choice of chemotherapy for HER2-low metastatic breast cancer. Costs, quality-adjusted life-years (QALYs) and the ICER in terms of 2022 US$ per QALY gained were calculated for both hormone receptor-positive cohort and all patients. One-way and probabilistic sensitivity analyses were performed to assess the model robustness. Compared with the physician's choice of chemotherapy, T-Dxd increased costs by $104,168.30, while gaining 0.31 QALYs, resulting in an ICER of $336,026.77 per QALY in all patients. The costs of T-Dxd and the utility of PFS were the crucial factors in determining the ICER. In the hormone receptor-positive cohort, the ICER was lower than that in all patients, with the ICER of $274,905.72 per QALY. The ICER was much higher than the commonly accepted willingness-to-pay threshold ($357,96.83 per QALY). T-Dxd as second- or subsequent-line treatment is not a cost-effective treatment option for HER2-low metastatic breast cancer from the perspective of the Chinese healthcare system."
31248290,PubMed,Biosimilars for breast cancer.,https://pubmed.ncbi.nlm.nih.gov/31248290/,"Migliavacca Zucchetti B, Nicolò E, Curigliano G",Expert opinion on biological therapy. 2019 Oct.,2019,No abstract available
30760421,PubMed,Cardioprotective Effect of Statins in Patients With HER2-Positive Breast Cancer Receiving Trastuzumab Therapy.,https://pubmed.ncbi.nlm.nih.gov/30760421/,"Calvillo-Argüelles O, Abdel-Qadir H, Michalowska M, Billia F, Suntheralingam S, Amir E, Thavendiranathan P",The Canadian journal of cardiology. 2019 Feb.,2019,"Statins can reduce the risk of anthracycline-induced cardiotoxicity. Whether such cardioprotective effects can be seen in trastuzumab-treated patients has not been explored. Consecutive women with HER2+ breast cancer who received trastuzumab with or without anthracyclines were identified retrospectively. Patients receiving statins before and during cancer treatment were matched with 2 patients of the same age (± 2 years) and anthracycline exposure status but without statin treatment. The primary outcome was final left ventricular ejection fraction (LVEF). Analysis of covariance (ANCOVA) was used to assess the relationship between statin exposure and the final LVEF. A logistic regression model was constructed to assess the relationship between statin exposure and cardiotoxicity (secondary outcome). Included were 129 patients (62 ± 9 years). Forty-three received statins during cancer treatment. The median trastuzumab exposure time was 11.8 (interquartile range [IQR] 11 to 12) months. Seventy-two (56%) patients received anthracyclines. Compared with controls, patients treated with statins were more likely to have diabetes (37.2% vs 4.7%, P < 0.001), hypertension (58.1% vs 22.1%, P < 0.001), and coronary artery disease (11.6% vs 2.3%, P = 0.04). Within a median cardiac follow-up duration of 11 (IQR 9 to 18) months, the adjusted final LVEF was lower in the control group (61.2% vs 64.6%, P = 0.034). A significant change in LVEF was observed in the control group (median -6%, IQR -10% to -1% P < 0.001) but not in the statin group (median 0%, IQR -5% to +3%, P = 0.27). Upon adjusted analysis, statin treatment was independently associated with a lower risk of cardiotoxicity (odds ratio [OR] 0.32, 95% confidence interval [CI], 0.10-0.99, P = 0.049). In women with HER2+ breast cancer receiving trastuzumab-based therapy with or without anthracyclines, concomitant use of statins was associated with a lower risk of cardiotoxicity."
29813044,PubMed,[Trastuzumab and its biosimilars].,https://pubmed.ncbi.nlm.nih.gov/29813044/,"Sarosiek T, Morawski P",Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego. 2018 May 25.,2018,"Trastuzumab is a monoclonal antibody used as a standard treatment for breast and metastatic gastric cancer when the cancer cells overexpress HER2, a membrane-bound receptor activated by EGF family of ligands. Due to the high cost of the therapy and no refund of the drug in many countries, there is still a large group of patients who do not have the opportunity to receive trastuzumab. A biosimilar is a medical product highly similar to another already approved biological medicine. Biosimilars are approved according to the same standards of pharmaceutical quality, safety and efficacy that apply to all biological medicines. Clinically effective biosimilars may expand patient access to trastuzumab therapy. In the coming months, European Medicines Agency (EMA) continues to increase the number of biosimilar approvals for trastuzumab, helping to promote competition that can lower therapy costs."
39177768,PubMed,Pharmacokinetics of trastuzumab and its efficacy and safety in HER2-positive cancer patients.,https://pubmed.ncbi.nlm.nih.gov/39177768/,"Luo X, Wang N, Xing Y, Gao X, Yu Y, Liu T, Jiang S, Dong M",Cancer chemotherapy and pharmacology. 2024 Nov.,2024,"Trastuzumab is a potent targeted therapy drug for HER2-positive cancer patients. A comprehensive understanding of trastuzumab's mechanism of action, pharmacokinetic (PK) parameters, and steady-state exposure in different treatment regimens and administration routes is essential for a thorough evaluation of the drug's safety and effectiveness. Due to the distinctive pharmacokinetics, indications, and administration methods of trastuzumab, this understanding becomes crucial. Drug exposure can be assessed by measuring trastuzumab's peak concentration, trough concentration, or area under the curve through assays like enzyme-linked immunosorbent assay (ELISA) or liquid chromatography-tandem mass spectrometry (LC-MS/MS). The dose-response (D-R) and exposure-response (E-R) relationships establish the correlation between drug dosage/exposure and the therapeutic effect and safety. Additionally, various covariates such as body weight, aspartate transaminase, and albumin levels can influence drug exposure. This review provides a comprehensive overview of trastuzumab's mechanism of action, data on steady-state concentration and PK parameters under multiple administration routes and indications, discussions on factors influencing PK parameters, and evaluations of the effectiveness and safety of E-R and D-R in diverse HER2-positive cancer patients."
36085201,PubMed,Targeted immunotherapy against distinct cancer-associated fibroblasts overcomes treatment resistance in refractory HER2+ breast tumors.,https://pubmed.ncbi.nlm.nih.gov/36085201/,"Rivas EI, Linares J, Zwick M, Gómez-Llonin A, Guiu M, Labernadie A, Badia-Ramentol J, Lladó A, Bardia L, Pérez-Núñez I, Martínez-Ciarpaglini C, Tarazona N, Sallent-Aragay A, Garrido M, Celià-Terrassa T, Burgués O, Gomis RR, Albanell J, Calon A",Nature communications. 2022 Sep 9.,2022,"About 50% of human epidermal growth factor receptor 2 (HER2)+ breast cancer patients do not benefit from HER2-targeted therapy and almost 20% of them relapse after treatment. Here, we conduct a detailed analysis of two independent cohorts of HER2+ breast cancer patients treated with trastuzumab to elucidate the mechanisms of resistance to anti-HER2 monoclonal antibodies. In addition, we develop a fully humanized immunocompetent model of HER2+ breast cancer recapitulating ex vivo the biological processes that associate with patients' response to treatment. Thanks to these two approaches, we uncover a population of TGF-beta-activated cancer-associated fibroblasts (CAF) specific from tumors resistant to therapy. The presence of this cellular subset related to previously described myofibroblastic (CAF-S1) and podoplanin+ CAF subtypes in breast cancer associates with low IL2 activity. Correspondingly, we find that stroma-targeted stimulation of IL2 pathway in unresponsive tumors restores trastuzumab anti-cancer efficiency. Overall, our study underscores the therapeutic potential of exploiting the tumor microenvironment to identify and overcome mechanisms of resistance to anti-cancer treatment."
27906683,PubMed,Long-term tolerance and cardiac function in breast cancer patients receiving trastuzumab therapy.,https://pubmed.ncbi.nlm.nih.gov/27906683/,"Huang P, Dai S, Ye Z, Liu Y, Chen Z, Zheng Y, Shao X, Lei L, Wang X",Oncotarget. 2017 Jan 10.,2017,"We examined the long-term clinical tolerance and cardiac safety of trastuzumab treatment in ninety-four female patients diagnosed with breast cancer with human epidermal growth factor receptor 2 (HER-2) overexpression. Electrocardiography (ECG) was monitored throughout trastuzumab treatment, and left ventricular ejection fractions (LVEFs) were estimated using echocardiography prior to treatment with trastuzumab and every 3 months after its first application. The duration of trastuzumab treatments ranged from 3 to 60 months. Declines in LVEF ≥ 15% were seen mainly after 3-15 months of trastuzumab treatment, and LVEF was lowest at 15 months, which coincided with the largest decline in LVEF from baseline. Spearman correlation coefficients indicated that accumulation of anthracycline, the use of cyto/cardioprotective drugs (CPD) and the duration of trastuzumab treatment were all associated with the change of LVEF, and there was a strong correlation between these factors and the change of LVEF (ρ=0.81, ρ=0.734 and ρ=0.777 respectively). These results indicate that significant decreases of LVEF may be seen after 3-15 months of trastuzumab treatment, but that there is a favorable benefit-risk ratio for patients undergoing long-term trastuzumab treatment."
36130005,PubMed,Trastuzumab Deruxtecan in HER2-Low Breast Cancer.,https://pubmed.ncbi.nlm.nih.gov/36130005/,"Carroll HK, Higgins MJ, O'Reilly S",The New England journal of medicine. 2022 Sep 22.,2022,No abstract available
36130004,PubMed,Trastuzumab Deruxtecan in HER2-Low Breast Cancer.,https://pubmed.ncbi.nlm.nih.gov/36130004/,"Schnog JB, Samson MJ, Duits AJ",The New England journal of medicine. 2022 Sep 22.,2022,No abstract available
10.1002/14651858.cd003917,CrossRef,Cardioprotective interventions for cancer patients receiving anthracyclines,https://doi.org/10.1002/14651858.cd003917,"EC Van Dalen, LCM Kremer",Cochrane Database of Systematic Reviews,2002,No abstract available
10.1002/14651858.cd003917.pub2,CrossRef,Cardioprotective interventions for cancer patients receiving anthracyclines,https://doi.org/10.1002/14651858.cd003917.pub2,"EC van Dalen, HN Caron, HO Dickinson, LCM Kremer",The Cochrane Database of Systematic Reviews,2005,No abstract available
10.1002/14651858.cd003917.pub3,CrossRef,Cardioprotective interventions for cancer patients receiving anthracyclines,https://doi.org/10.1002/14651858.cd003917.pub3,"Elvira C van Dalen, Huib N Caron, Heather O Dickinson, Leontien CM Kremer",Cochrane Database of Systematic Reviews,2008,No abstract available
10.1002/cam4.4929,CrossRef,Baseline cardiac function checkup in patients with gastric or breast cancer receiving trastuzumab or anthracyclines,https://doi.org/10.1002/cam4.4929,"Taisuke Ishii, Tomone Watanabe, Takahiro Higashi",Cancer Medicine,2022,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Background</jats:title>Although trastuzumab and anthracyclines are frequently used to treat breast cancer (BC) and gastric cancer (GC), cardiotoxicity is a serious concern. The cardiac function assessment is recommended at baseline before initiating treatment. However, the prevalence rates of baseline cardiac checkups are unknown.</jats:sec><jats:sec><jats:title>Methods</jats:title>The national database of hospital‐based cancer registries linked to the health services‐utilization data was used to study patients with newly diagnosed stage IV BC and GC (<jats:italic>n</jats:italic> = 6271) who received trastuzumab (<jats:italic>n</jats:italic> = 4324, 69.0%) or anthracyclines between January 2012 and December 2015. The baseline ultrasound echocardiogram (UCG) performance rate and factors related to adequate UCG performance for all patients and those receiving trastuzumab were analyzed.</jats:sec><jats:sec><jats:title>Results</jats:title>The adequate baseline UCG checkup rate was higher in patients treated with trastuzumab than in those treated with anthracyclines (71.8% vs 44.1%, respectively). Additionally, patients with GC were less likely to receive an adequate baseline UCG performance than those with BC (70.4% vs 75.0%, respectively). After adjusting for potential confounders, patients with anthracycline‐treated BC and GC were less likely to receive adequate baseline UCG performance than those with trastuzumab‐treated BC (odds ratio [OR]: 0.24, 95% confidence interval [CI]: 0.20–0.28, and OR: 0.07, 95% CI: 0.03–0.16, respectively). Furthermore, patients with trastuzumab‐treated GC were less likely to receive adequate baseline UCG performance than those with BC (OR: 0.65, 95% CI: 0.50–0.84).</jats:sec><jats:sec><jats:title>Conclusions</jats:title>The baseline UCG was less likely to be performed in patients receiving anthracyclines than in those receiving trastuzumab, as well as in patients with GC than in those with BC.</jats:sec>"
10.1002/14651858.cd003917.pub4,CrossRef,Cardioprotective interventions for cancer patients receiving anthracyclines,https://doi.org/10.1002/14651858.cd003917.pub4,"Elvira C van Dalen, Huib N Caron, Heather O Dickinson, Leontien CM Kremer",Cochrane Database of Systematic Reviews,2011,No abstract available
10.21203/rs.3.rs-4423878/v1,CrossRef,Cardioprotective effects of Platycodon grandiflorum Granules in HER2-positive early breast cancer patients receiving Trastuzumab plus Pertuzumab: study protocol for a double blind randomized controlled trial,https://doi.org/10.21203/rs.3.rs-4423878/v1,"Wei Hao, Chenping Sun, Chunyu Wu, Youyang Shi, Yuenong Qin, Sheng Liu",,2024,"<title>Abstract</title>
        <p>Background
 Breast cancer, particularly the Human epidermal growth factor receptor 2 (HER2) positive subtype, poses a significant health challenge for women worldwide. Trastuzumab plus Pertuzumab therapy has shown efficacy in treating HER2-positive breast cancer, but its use is limited by associated cardiotoxicity. Traditional Chinese Medicine (TCM) suggests that Platycodon grandiflorus A. DC. (PG) may have cardioprotective effects due to its ability to nourish qi and blood. This study aims to investigate the effective and safety of PG in preventing cardiotoxicity associated with anti-HER2 therapy.
Method
 In this double-blinded, randomized, placebo-controlled trial, approximately 120 patients will be randomly assigned to either the PG or placebo groups, alongside undergoing 12 months of dual anti-HER2 therapies in a 1:1 ratio. Cardiotoxicity will be assessed at a median follow-up of 1 year. The primary outcome measure is left ventricular global longitudinal strain, with secondary outcomes including: (1) changes in left ventricular ejection fraction, (2) the occurrence of cardiotoxicity, (3) the occurrence of trastuzumab plus pertuzumab interruption, and (4) event free survival and overall survival rates among patients.
Discussion
 This will be the first clinical study to determine whether PG can reduce the cardiotoxicity induced by trastuzumab plus pertuzumab treatment in HER2-positive early breast cancer patients.
Trial registration
 Chinese Clinical Trial Registry (Registration Number ChiCTR2200061011)</p>"
